transaction_id,customer_id,timestamp,amount,merchant_category,payment_method,device_type,channel,is_international,country_risk_score,card_present,hour_of_day,day_of_week,customer_age,account_tenure_days,avg_txn_amount_30d,txn_count_24h,chargeback_history_count,velocity_score,distance_from_home_km,ip_risk_score,email_age_days,failed_login_count_7d,new_device,vpn_used,proxy_used,billing_shipping_mismatch,merchant_risk_score,fraud_label
TXN102031,CUST4587,2025-01-31 17:38:00,120.7,travel,credit_card,mobile,online,0,25.0,0,17,4,54,1167,86.16,1,0,9.11,10.7,5.9,420,1,0,0,0,0,19.7,0
TXN102032,CUST2372,2025-08-24 16:43:00,78.06,fashion,credit_card,desktop,in_store,0,55.0,1,16,6,50,814,54.57,2,0,16.52,4.1,23.6,789,1,0,0,0,0,32.8,0
TXN102033,CUST4029,2025-09-07 02:40:00,29.41,gaming,credit_card,pos_terminal,online,0,24.2,0,2,6,34,1370,26.05,3,0,13.62,4.4,29.4,343,1,0,0,0,0,32.2,0
TXN102034,CUST1920,2025-04-24 06:38:00,117.38,restaurant,debit_card,tablet,atm,0,23.0,0,6,3,47,696,127.53,6,0,11.58,7.3,1.4,259,2,0,0,0,0,27.2,0
TXN102035,CUST4468,2025-05-21 07:29:00,136.32,grocery,credit_card,pos_terminal,online,0,44.4,1,7,2,43,464,139.78,2,1,24.04,8.7,19.4,473,0,0,1,0,0,28.4,0
TXN102036,CUST3769,2025-11-23 17:11:00,18.32,fuel,bank_transfer,mobile,online,0,16.7,0,17,6,29,614,45.33,1,0,3.71,5.3,1.0,197,0,0,0,0,0,42.1,0
TXN102037,CUST4232,2025-01-04 17:57:00,130.91,restaurant,mobile_wallet,mobile,in_store,0,23.6,1,17,5,28,1593,86.91,4,0,18.98,54.8,31.7,1340,0,0,0,0,0,32.7,0
TXN102038,CUST1015,2025-04-17 11:05:00,138.85,grocery,debit_card,mobile,online,0,39.1,0,11,3,35,617,166.3,2,0,17.95,9.7,29.2,692,0,0,0,0,0,13.1,0
TXN102039,CUST1492,2025-11-27 22:32:00,617.97,restaurant,credit_card,pos_terminal,online,1,46.0,0,22,3,19,846,44.27,2,0,35.21,13.7,37.1,284,0,0,0,0,0,18.1,0
TXN102040,CUST2449,2025-08-12 22:12:00,90.68,fuel,debit_card,desktop,online,0,47.4,0,22,1,29,917,70.28,0,0,33.58,1.2,20.6,1091,0,1,0,1,0,34.1,0
TXN102041,CUST2131,2025-05-20 10:38:00,22.62,grocery,credit_card,mobile,online,1,27.6,0,10,1,32,1054,38.27,1,0,15.15,10.7,40.6,469,1,0,0,0,0,39.6,0
TXN102042,CUST3941,2025-11-13 23:15:00,76.91,electronics,debit_card,mobile,online,0,46.9,0,23,3,41,825,67.63,1,0,32.9,6.9,32.1,452,0,1,0,0,1,6.4,0
TXN102043,CUST4521,2025-12-11 20:14:00,11.67,gaming,credit_card,mobile,in_store,0,49.4,0,20,3,41,870,7.78,3,0,17.94,45.5,33.4,421,0,0,0,0,0,1.0,0
TXN102044,CUST1310,2025-12-31 20:58:00,48.15,travel,debit_card,pos_terminal,online,0,52.5,0,20,2,18,727,40.41,3,0,14.07,20.0,14.1,568,1,0,0,0,0,1.0,0
TXN102045,CUST1738,2025-09-16 14:24:00,17.3,travel,debit_card,mobile,online,0,61.5,1,14,1,53,756,17.24,1,0,11.84,7.2,12.0,1288,1,0,0,0,0,28.1,0
TXN102046,CUST4241,2025-02-13 08:08:00,31.6,electronics,debit_card,desktop,in_store,0,33.5,1,8,3,22,763,61.73,1,0,15.13,17.9,36.0,190,0,0,0,0,0,31.7,0
TXN102047,CUST1545,2025-02-05 23:06:00,41.2,fuel,debit_card,mobile,in_store,0,65.7,1,23,2,19,1604,22.07,2,0,19.09,12.1,32.5,308,0,0,0,0,0,28.1,0
TXN102048,CUST3461,2025-01-14 07:18:00,16.02,electronics,credit_card,desktop,online,0,57.7,0,7,1,44,858,24.59,3,0,20.42,18.2,41.0,250,0,0,0,0,0,48.9,0
TXN102049,CUST1250,2025-03-03 04:34:00,133.74,fashion,debit_card,pos_terminal,in_store,0,54.2,1,4,0,50,1094,106.13,3,1,29.45,8.1,25.5,1528,1,1,0,0,0,40.5,0
TXN102050,CUST1758,2025-12-29 01:18:00,45.78,fashion,debit_card,mobile,online,0,9.9,1,1,0,38,1172,28.27,3,0,11.57,7.8,25.8,355,1,0,0,0,0,45.1,0
TXN102051,CUST2804,2025-06-16 01:39:00,349.45,fuel,debit_card,mobile,in_store,0,13.1,1,1,0,42,397,32.09,4,0,15.83,16.3,1.0,301,1,0,0,0,0,20.5,0
TXN102052,CUST4212,2025-08-13 02:46:00,6.06,grocery,credit_card,mobile,in_store,1,21.8,1,2,2,45,689,11.44,4,1,9.61,15.8,13.2,828,0,0,0,0,0,40.7,0
TXN102053,CUST2297,2025-03-27 03:23:00,97.27,grocery,credit_card,mobile,online,0,51.7,0,3,3,37,512,22.95,4,0,27.96,20.8,36.9,464,0,0,0,0,1,36.3,0
TXN102054,CUST4487,2025-10-16 03:21:00,3.79,grocery,credit_card,tablet,online,0,49.3,0,3,3,41,416,7.03,0,0,8.81,27.9,8.9,1067,0,0,0,0,0,22.9,0
TXN102055,CUST2631,2025-12-12 17:01:00,33.93,grocery,debit_card,mobile,online,0,14.3,0,17,4,32,1385,17.96,5,0,17.15,2.3,41.5,214,0,0,0,0,0,23.2,0
TXN102056,CUST4810,2025-09-30 21:09:00,28.88,grocery,debit_card,desktop,in_store,0,4.6,1,21,1,35,1100,44.7,2,0,37.75,12.7,57.9,397,2,1,0,1,0,1.0,0
TXN102057,CUST2914,2025-05-03 00:45:00,135.11,gaming,credit_card,desktop,online,0,16.1,0,0,5,45,1012,70.07,0,0,27.04,16.7,18.9,756,0,1,0,0,1,41.2,0
TXN102058,CUST4110,2025-11-20 23:48:00,32.81,fuel,credit_card,mobile,online,0,43.3,0,23,3,51,1217,30.49,4,0,13.15,17.4,13.7,231,1,0,0,0,0,43.1,0
TXN102059,CUST1813,2025-08-21 14:23:00,101.54,fuel,debit_card,desktop,online,0,1.0,0,14,3,35,604,35.01,2,0,17.54,11.3,50.2,645,0,0,0,0,0,21.8,0
TXN102060,CUST1028,2025-08-14 05:29:00,73.2,fashion,bank_transfer,desktop,atm,0,15.4,0,5,3,27,406,71.07,2,0,6.32,21.4,1.0,611,0,0,0,0,0,31.5,0
TXN102061,CUST1957,2025-11-24 10:49:00,45.57,grocery,credit_card,mobile,in_store,0,44.4,1,10,0,66,303,41.41,1,0,16.94,2.2,5.6,608,0,0,1,0,0,1.0,0
TXN102062,CUST3032,2025-07-30 21:22:00,163.18,digital_goods,debit_card,mobile,online,0,35.4,0,21,2,40,548,24.6,3,0,31.2,7.7,14.0,260,0,0,0,1,1,24.8,0
TXN102063,CUST1476,2025-12-13 11:05:00,91.01,grocery,bank_transfer,mobile,online,0,5.6,1,11,5,18,1157,48.53,1,0,14.79,13.0,41.3,235,0,0,0,0,0,19.4,0
TXN102064,CUST1317,2025-05-27 20:30:00,163.8,fuel,credit_card,mobile,in_store,0,19.1,1,20,1,31,854,109.02,1,0,13.54,5.6,21.7,384,0,0,0,0,0,5.8,0
TXN102065,CUST1244,2025-10-29 16:48:00,94.67,restaurant,credit_card,mobile,online,0,20.7,0,16,2,18,769,7.61,3,0,16.38,20.5,33.0,486,2,0,0,0,0,17.0,0
TXN102066,CUST1747,2025-03-25 08:26:00,23.35,fuel,mobile_wallet,desktop,online,0,7.2,0,8,1,39,786,46.1,1,0,17.01,3.6,18.3,741,1,1,0,0,0,43.8,0
TXN102067,CUST1696,2025-06-12 16:17:00,21.65,grocery,credit_card,mobile,online,1,25.1,0,16,3,39,717,17.14,6,0,14.33,45.8,19.8,667,0,0,0,0,0,42.9,0
TXN102068,CUST1271,2025-02-06 21:06:00,23.26,electronics,debit_card,desktop,online,0,27.4,0,21,3,37,527,30.4,1,0,14.11,38.6,34.2,74,2,0,0,0,0,1.0,0
TXN102069,CUST4511,2025-02-26 09:47:00,78.39,grocery,debit_card,pos_terminal,online,0,22.4,0,9,2,33,961,103.5,1,0,19.73,4.5,31.2,653,0,0,0,0,1,6.9,0
TXN102070,CUST2771,2025-11-06 22:15:00,105.93,gaming,credit_card,mobile,online,0,39.1,0,22,3,36,561,69.13,4,0,22.16,58.2,39.7,322,0,0,0,0,0,22.0,0
TXN102071,CUST2262,2025-02-27 23:10:00,34.42,gaming,credit_card,mobile,online,1,17.8,0,23,3,44,673,77.05,4,0,24.66,18.3,15.7,430,0,0,1,0,1,1.0,0
TXN102072,CUST3424,2025-04-06 23:33:00,123.35,fuel,debit_card,mobile,online,0,15.5,0,23,6,48,712,66.31,2,0,21.11,17.5,22.4,1444,0,0,1,0,0,19.1,0
TXN102073,CUST1265,2025-02-01 21:50:00,60.17,grocery,debit_card,mobile,in_store,0,22.8,1,21,5,34,1370,84.6,2,1,7.41,7.0,4.5,964,0,0,0,0,0,10.9,0
TXN102074,CUST3973,2025-07-13 07:29:00,140.4,restaurant,credit_card,desktop,online,0,54.5,0,7,6,40,160,35.77,2,0,25.96,9.1,29.7,229,0,0,0,0,1,16.7,0
TXN102075,CUST1920,2025-12-09 16:26:00,123.57,fuel,debit_card,mobile,online,0,11.6,0,16,1,45,690,229.18,4,0,17.26,46.9,32.1,888,0,0,0,0,0,1.0,0
TXN102076,CUST4430,2025-07-24 22:23:00,39.43,grocery,debit_card,mobile,online,0,36.4,0,22,3,50,791,25.03,1,1,12.53,19.1,23.2,387,0,0,0,0,0,42.9,0
TXN102077,CUST1339,2025-02-25 08:31:00,15.45,fashion,credit_card,tablet,online,0,42.1,0,8,1,31,1404,16.3,2,0,22.53,9.7,20.9,408,0,1,0,0,0,18.7,0
TXN102078,CUST1388,2025-04-09 00:03:00,133.18,fuel,debit_card,desktop,online,1,42.5,0,0,2,56,1246,77.72,4,0,16.34,11.0,15.3,649,1,0,0,0,0,36.0,0
TXN102079,CUST3624,2025-05-21 15:00:00,14.43,travel,credit_card,desktop,in_store,0,21.6,1,15,2,47,567,19.5,2,0,20.38,15.2,29.8,316,1,0,1,0,0,18.2,0
TXN102080,CUST4760,2025-07-04 10:33:00,15.3,grocery,debit_card,desktop,online,0,39.5,0,10,4,37,830,6.67,2,0,25.59,38.4,32.1,567,1,1,0,0,0,34.9,0
TXN102081,CUST3050,2025-09-12 09:57:00,25.81,grocery,debit_card,mobile,in_store,0,39.3,0,9,4,36,630,34.07,2,0,10.51,14.5,12.5,239,1,0,0,0,0,10.1,0
TXN102082,CUST4500,2025-03-09 09:49:00,66.94,restaurant,debit_card,mobile,online,0,58.0,0,9,6,39,738,74.7,2,0,27.07,1.4,25.9,747,1,1,0,0,0,38.5,0
TXN102083,CUST2165,2025-06-12 05:17:00,108.65,grocery,credit_card,mobile,in_store,0,40.6,1,5,3,26,1905,126.79,2,0,23.11,202.5,37.3,364,0,0,0,0,0,12.2,0
TXN102084,CUST1375,2025-09-12 20:31:00,18.83,grocery,debit_card,tablet,online,0,61.0,0,20,4,28,1852,30.24,0,1,8.26,6.1,1.0,333,1,0,0,0,0,21.4,0
TXN102085,CUST4741,2025-01-13 02:12:00,38.24,restaurant,debit_card,desktop,online,0,31.5,0,2,0,24,861,41.18,0,0,13.46,16.6,32.8,397,0,0,0,0,0,11.6,0
TXN102086,CUST3033,2025-09-16 10:54:00,127.43,gaming,debit_card,tablet,in_store,0,3.4,1,10,1,43,907,50.96,2,0,13.92,38.4,29.3,408,0,0,0,0,0,6.0,0
TXN102087,CUST3371,2025-07-05 23:20:00,33.53,gaming,mobile_wallet,desktop,in_store,0,16.7,1,23,5,35,1724,71.22,1,0,5.4,8.4,5.7,404,3,0,0,0,0,35.0,0
TXN102088,CUST1145,2025-04-08 05:59:00,174.61,fashion,mobile_wallet,desktop,online,0,50.2,0,5,1,41,312,118.63,0,0,27.17,4.1,23.3,249,0,1,0,0,0,33.5,0
TXN102089,CUST2981,2025-11-29 01:34:00,29.5,gaming,debit_card,mobile,online,0,43.4,0,1,5,47,279,15.89,5,0,11.57,9.0,5.2,727,0,0,0,0,0,40.9,0
TXN102090,CUST1292,2025-10-12 00:20:00,10.48,gaming,credit_card,mobile,in_store,0,14.2,0,0,6,47,710,19.67,3,0,6.18,11.8,6.1,596,0,0,0,0,0,22.7,0
TXN102091,CUST4736,2025-11-05 12:06:00,73.74,digital_goods,debit_card,pos_terminal,in_store,1,49.4,1,12,2,18,760,67.1,1,0,21.99,14.9,51.0,318,0,0,0,0,0,3.4,0
TXN102092,CUST1431,2025-05-19 02:39:00,8.14,electronics,credit_card,desktop,in_store,0,38.0,1,2,0,34,1016,19.86,1,0,24.92,23.1,43.4,674,1,0,1,0,0,34.0,0
TXN102093,CUST1704,2025-04-15 13:55:00,20.86,grocery,debit_card,desktop,in_store,0,70.8,1,13,1,22,1843,57.22,1,0,17.5,23.7,28.4,283,0,0,0,0,0,34.0,0
TXN102094,CUST3996,2025-02-04 13:17:00,179.2,grocery,debit_card,mobile,in_store,0,14.7,1,13,1,30,599,68.65,3,0,21.48,47.2,4.0,702,1,1,0,0,0,2.8,0
TXN102095,CUST2998,2025-06-23 22:55:00,21.98,fuel,mobile_wallet,desktop,online,0,33.4,0,22,0,18,750,39.68,0,0,16.97,6.3,16.7,1109,0,0,1,0,0,39.3,0
TXN102096,CUST3632,2025-09-29 11:09:00,12.87,gaming,mobile_wallet,desktop,in_store,0,13.4,1,11,0,47,2035,14.14,2,0,11.66,22.0,30.5,1015,0,0,0,0,0,23.7,0
TXN102097,CUST1398,2025-05-28 20:36:00,85.88,grocery,bank_transfer,desktop,online,1,10.9,0,20,2,18,1033,104.28,3,0,16.57,10.7,16.3,1023,0,0,0,0,1,36.7,0
TXN102098,CUST3864,2025-09-21 04:16:00,99.24,fashion,debit_card,mobile,in_store,0,24.1,1,4,6,26,211,116.03,4,0,10.29,4.9,4.5,1066,0,0,0,0,0,13.9,0
TXN102099,CUST4960,2025-04-24 02:27:00,145.95,grocery,debit_card,mobile,online,0,18.2,0,2,3,27,1170,77.97,3,0,20.59,1.6,46.4,79,0,0,0,0,0,23.0,0
TXN102100,CUST4415,2025-08-04 16:49:00,6.97,electronics,credit_card,mobile,online,0,54.7,0,16,0,48,1538,8.27,5,1,20.15,21.2,35.8,1332,1,0,0,0,0,19.5,0
TXN102101,CUST1963,2025-11-12 12:05:00,118.27,digital_goods,bank_transfer,pos_terminal,in_store,0,1.0,1,12,2,38,471,35.25,1,0,10.82,5.0,1.0,1184,0,0,0,0,1,23.8,0
TXN102102,CUST4211,2025-03-04 12:27:00,71.23,fuel,debit_card,pos_terminal,in_store,0,33.3,1,12,1,30,386,39.85,2,0,21.4,10.7,13.8,495,0,0,0,1,0,57.0,0
TXN102103,CUST3234,2025-02-05 02:08:00,56.24,grocery,debit_card,mobile,in_store,0,26.6,0,2,2,24,726,52.73,6,0,25.78,33.8,37.7,331,0,0,0,0,1,25.4,0
TXN102104,CUST3041,2025-07-27 04:54:00,102.67,electronics,credit_card,desktop,online,0,62.3,1,4,6,41,431,64.84,2,0,21.06,78.8,29.3,253,0,0,0,0,0,1.0,0
TXN102105,CUST2828,2025-02-03 12:02:00,15.99,grocery,credit_card,mobile,online,0,10.2,0,12,0,18,273,21.87,1,0,12.14,19.4,37.0,269,1,0,0,0,0,20.2,0
TXN102106,CUST3108,2025-11-15 19:39:00,20.93,fuel,debit_card,mobile,in_store,0,52.3,1,19,5,27,738,18.02,3,0,17.59,3.1,32.9,850,0,0,0,0,0,36.9,0
TXN102107,CUST1938,2025-03-21 15:28:00,10.34,fashion,credit_card,mobile,in_store,1,15.0,1,15,4,56,866,25.01,2,0,15.73,7.2,47.5,420,0,0,0,0,0,21.4,0
TXN102108,CUST4451,2025-12-08 09:02:00,32.91,digital_goods,credit_card,tablet,online,0,32.7,1,9,0,48,1071,12.65,2,0,12.77,17.8,23.6,584,1,0,0,0,0,17.3,0
TXN102109,CUST1709,2025-01-20 17:10:00,319.42,fuel,credit_card,mobile,in_store,0,85.3,0,17,0,21,1200,62.62,2,0,30.88,35.6,35.0,324,0,0,0,0,0,39.0,0
TXN102110,CUST1806,2025-02-20 01:42:00,504.45,travel,mobile_wallet,tablet,online,0,15.0,0,1,3,51,692,189.22,3,0,22.63,6.2,12.7,639,0,0,0,0,0,19.4,0
TXN102111,CUST2463,2025-07-14 03:30:00,10.69,restaurant,debit_card,mobile,in_store,0,55.5,0,3,0,37,514,15.74,2,0,14.98,12.4,24.6,246,0,0,0,0,0,52.2,0
TXN102112,CUST4390,2025-01-22 08:30:00,11.49,fuel,debit_card,pos_terminal,in_store,0,33.0,1,8,2,45,1178,12.83,1,1,22.24,23.1,26.7,1270,0,1,0,0,0,35.4,0
TXN102113,CUST2325,2025-07-09 14:16:00,314.73,electronics,credit_card,pos_terminal,online,0,54.5,0,14,2,41,950,79.59,3,0,27.93,15.0,37.0,245,0,0,0,0,0,50.9,0
TXN102114,CUST4415,2025-09-30 05:24:00,7.66,travel,credit_card,pos_terminal,online,0,41.0,0,5,1,35,1648,10.12,1,0,17.21,224.3,27.1,899,0,0,0,0,0,38.7,0
TXN102115,CUST1010,2025-06-10 16:00:00,98.58,gaming,credit_card,desktop,online,1,40.4,0,16,1,39,735,56.6,4,0,23.5,12.2,49.0,228,0,0,0,0,0,36.8,0
TXN102116,CUST2085,2025-06-06 13:20:00,9.52,fashion,debit_card,pos_terminal,online,0,39.9,0,13,4,50,1343,25.7,3,0,20.25,3.9,50.8,800,3,0,0,0,0,25.3,0
TXN102117,CUST2868,2025-03-06 08:23:00,191.95,grocery,bank_transfer,desktop,in_store,0,87.8,1,8,3,55,1264,183.91,0,0,23.67,10.2,28.7,388,1,0,0,0,0,59.6,0
TXN102118,CUST3273,2025-05-23 11:16:00,20.64,electronics,credit_card,mobile,online,0,22.6,0,11,4,40,1380,30.93,2,0,15.7,8.6,42.4,205,0,0,0,0,0,45.3,0
TXN102119,CUST4224,2025-03-20 08:08:00,47.87,electronics,credit_card,mobile,in_store,0,50.9,1,8,3,28,1235,27.25,2,0,22.26,7.1,11.9,494,0,1,0,0,0,55.1,0
TXN102120,CUST4782,2025-03-18 10:51:00,34.64,grocery,credit_card,pos_terminal,in_store,0,56.8,1,10,1,37,2340,41.35,5,0,27.75,39.8,60.4,1179,1,0,0,0,0,37.4,0
TXN102121,CUST3611,2025-02-18 10:50:00,30.72,restaurant,debit_card,tablet,in_store,1,75.6,1,10,1,61,739,114.86,4,0,32.03,4.5,11.0,846,0,1,0,0,1,7.4,0
TXN102122,CUST1771,2025-05-09 17:45:00,30.43,fuel,mobile_wallet,mobile,online,0,7.0,0,17,4,45,904,32.06,1,1,14.02,8.5,45.2,867,0,0,0,0,0,47.5,0
TXN102123,CUST2594,2025-02-03 21:58:00,8.04,fuel,debit_card,mobile,in_store,0,1.0,1,21,0,46,298,25.26,5,0,7.43,44.8,8.7,886,0,0,0,0,0,8.9,0
TXN102124,CUST2607,2025-03-10 23:29:00,197.05,gaming,debit_card,mobile,online,0,41.1,0,23,0,40,880,174.16,2,0,20.94,45.0,30.4,582,0,0,0,0,0,29.6,0
TXN102125,CUST4731,2025-12-28 05:06:00,184.18,fuel,credit_card,mobile,online,0,45.3,0,5,6,46,1253,53.07,3,0,18.59,9.0,20.2,618,0,0,0,0,0,52.3,0
TXN102126,CUST4932,2025-10-09 12:53:00,188.95,digital_goods,debit_card,pos_terminal,in_store,0,29.5,1,12,3,34,334,136.98,1,0,18.87,8.2,34.8,659,0,0,0,0,0,38.7,0
TXN102127,CUST4646,2025-03-25 15:04:00,30.43,fashion,credit_card,mobile,in_store,0,23.9,1,15,1,41,684,23.53,3,0,17.05,108.3,34.8,145,0,0,0,0,0,49.4,0
TXN102128,CUST2333,2025-08-11 08:57:00,290.23,fuel,credit_card,mobile,in_store,0,30.9,1,8,0,27,974,119.65,5,1,20.21,14.7,14.0,904,1,0,0,0,0,19.6,0
TXN102129,CUST1884,2025-06-19 11:22:00,42.26,fashion,credit_card,mobile,online,1,69.3,0,11,3,23,323,49.88,1,0,15.39,13.0,19.0,847,0,0,0,0,0,1.0,0
TXN102130,CUST4314,2025-06-06 17:23:00,53.93,restaurant,credit_card,pos_terminal,in_store,0,58.5,1,17,4,26,495,33.32,2,1,16.89,19.9,1.0,784,0,0,0,0,1,15.1,0
TXN102131,CUST4564,2025-05-30 16:27:00,77.15,restaurant,credit_card,pos_terminal,online,0,42.3,0,16,4,51,304,162.81,1,0,9.6,6.9,5.1,271,0,0,0,0,0,44.8,0
TXN102132,CUST2389,2025-06-19 04:03:00,92.37,restaurant,debit_card,mobile,online,0,30.9,0,4,3,23,845,80.75,1,0,23.27,13.2,22.9,804,0,1,0,0,0,33.1,0
TXN102133,CUST4401,2025-05-18 17:43:00,15.81,grocery,credit_card,desktop,online,0,32.0,0,17,6,60,547,55.77,2,0,13.99,27.4,30.1,737,2,0,0,0,0,22.7,0
TXN102134,CUST4178,2025-07-18 22:19:00,30.15,electronics,bank_transfer,pos_terminal,online,0,45.0,0,22,4,47,1591,50.96,4,0,18.15,13.4,33.5,642,0,0,0,0,0,16.5,0
TXN102135,CUST1225,2025-07-14 03:26:00,85.56,grocery,bank_transfer,desktop,in_store,0,51.9,1,3,0,48,1323,32.41,1,0,12.55,2.8,11.6,624,0,0,0,0,0,1.0,0
TXN102136,CUST1824,2025-02-20 11:03:00,9.65,fashion,debit_card,desktop,in_store,0,31.6,1,11,3,23,727,19.75,4,0,18.77,8.3,45.3,201,0,0,0,0,0,16.8,0
TXN102137,CUST3265,2025-03-12 06:56:00,25.99,travel,credit_card,desktop,online,0,41.4,0,6,2,31,471,21.42,6,0,15.52,62.4,14.9,294,0,0,0,0,0,33.9,0
TXN102138,CUST1936,2025-06-28 02:52:00,42.44,electronics,debit_card,mobile,in_store,0,27.3,1,2,5,41,1312,74.32,3,0,15.43,21.5,32.2,1318,1,0,0,0,0,20.3,0
TXN102139,CUST3800,2025-11-24 07:58:00,52.22,fuel,bank_transfer,mobile,online,0,23.4,0,7,0,38,347,36.66,2,0,27.07,9.6,43.6,1237,0,1,0,0,0,52.6,0
TXN102140,CUST3553,2025-07-24 18:47:00,77.53,electronics,credit_card,desktop,online,1,45.3,0,18,3,52,980,25.48,1,0,15.18,6.1,26.0,486,0,0,0,0,0,13.8,0
TXN102141,CUST3306,2025-12-09 04:42:00,12.5,restaurant,bank_transfer,pos_terminal,online,0,17.6,0,4,1,33,1480,21.27,4,0,18.79,7.6,11.8,524,1,1,0,0,0,51.8,0
TXN102142,CUST2911,2025-10-11 22:12:00,72.26,grocery,debit_card,desktop,in_store,0,34.3,1,22,5,47,965,58.16,3,0,16.79,16.5,31.1,320,0,0,0,0,0,8.9,0
TXN102143,CUST4845,2025-12-03 04:20:00,32.18,fashion,mobile_wallet,mobile,online,0,18.9,0,4,2,49,1014,61.98,2,0,17.21,6.3,49.0,905,0,0,0,0,0,33.8,0
TXN102144,CUST4588,2025-05-23 03:46:00,264.06,fuel,bank_transfer,mobile,online,0,37.0,0,3,4,39,1131,116.39,2,0,19.76,21.1,21.5,178,0,0,0,0,0,62.8,0
TXN102145,CUST2796,2025-07-15 03:47:00,60.41,gaming,credit_card,desktop,online,0,2.5,0,3,1,36,1035,70.41,2,0,4.99,17.5,3.7,951,1,0,0,0,0,56.7,0
TXN102146,CUST1053,2025-05-03 23:11:00,179.81,grocery,debit_card,mobile,in_store,0,28.9,1,23,5,21,316,83.2,2,0,27.8,7.1,28.8,199,0,1,0,0,0,31.5,0
TXN102147,CUST4118,2025-10-06 00:56:00,32.57,restaurant,credit_card,mobile,online,0,15.0,0,0,0,40,473,14.82,3,0,12.1,7.4,27.1,792,1,0,0,0,0,20.6,0
TXN102148,CUST1726,2025-10-14 21:45:00,63.45,gaming,credit_card,mobile,in_store,0,61.9,1,21,1,47,1457,112.3,2,0,17.41,27.8,23.7,434,2,0,0,0,0,50.2,0
TXN102149,CUST3736,2025-09-19 23:30:00,27.84,restaurant,debit_card,mobile,online,0,40.2,0,23,4,30,683,51.5,3,0,18.34,3.0,40.9,465,2,0,0,0,0,34.6,0
TXN102150,CUST2544,2025-08-14 01:18:00,63.0,restaurant,mobile_wallet,mobile,in_store,0,10.2,1,1,3,24,1557,115.43,0,0,11.41,8.7,32.5,479,0,0,0,0,0,50.1,0
TXN102151,CUST4170,2025-01-22 10:41:00,26.4,gaming,mobile_wallet,mobile,online,0,35.3,0,10,2,31,256,44.08,1,0,17.3,4.7,21.5,128,0,0,0,0,1,23.9,0
TXN102152,CUST2043,2025-03-10 04:11:00,28.54,restaurant,credit_card,desktop,atm,0,12.1,0,4,0,35,1541,7.88,1,0,5.56,27.7,7.6,240,1,0,0,0,0,19.5,0
TXN102153,CUST2913,2025-06-25 19:49:00,101.53,restaurant,credit_card,desktop,online,0,21.2,0,19,2,44,1247,76.76,2,0,28.51,23.5,43.4,565,1,0,0,1,0,11.3,0
TXN102154,CUST2776,2025-06-01 06:15:00,127.02,digital_goods,debit_card,desktop,in_store,1,5.6,1,6,6,38,1354,85.85,3,0,13.4,3.6,25.8,380,0,0,0,0,0,44.0,0
TXN102155,CUST2596,2025-08-05 00:55:00,167.77,restaurant,credit_card,mobile,online,0,32.9,0,0,1,28,876,134.12,2,0,27.66,9.1,27.6,217,0,0,0,1,0,22.5,0
TXN102156,CUST2914,2025-07-08 02:56:00,115.72,restaurant,credit_card,mobile,in_store,0,37.3,1,2,1,18,754,54.37,2,1,27.79,68.3,43.5,236,0,0,0,0,1,51.6,0
TXN102157,CUST4561,2025-10-10 09:36:00,70.32,fashion,bank_transfer,mobile,in_store,0,33.4,1,9,4,53,790,27.85,1,0,41.88,13.2,66.8,1521,1,1,1,0,0,31.6,0
TXN102158,CUST3466,2025-02-01 03:44:00,51.02,grocery,bank_transfer,mobile,in_store,0,27.3,1,3,5,21,687,25.39,3,0,28.44,6.7,60.4,280,1,0,0,0,1,35.7,0
TXN102159,CUST3737,2025-03-02 04:35:00,31.01,restaurant,mobile_wallet,mobile,online,0,28.6,0,4,6,34,1016,38.41,0,0,9.76,9.9,20.8,919,0,0,0,0,0,44.6,0
TXN102160,CUST1849,2025-07-17 13:27:00,24.15,fuel,debit_card,mobile,online,0,28.3,0,13,3,36,662,74.18,0,0,14.95,52.7,15.1,331,0,0,0,0,1,52.5,0
TXN102161,CUST3109,2025-06-05 18:40:00,45.78,electronics,debit_card,tablet,online,1,38.9,0,18,3,18,706,80.23,2,0,10.07,35.1,6.9,840,0,0,0,0,0,1.0,0
TXN102162,CUST4216,2025-05-13 15:46:00,33.28,fashion,debit_card,desktop,online,0,38.4,0,15,1,20,1048,19.24,2,0,28.16,7.9,43.2,103,1,1,0,0,0,37.8,0
TXN102163,CUST3263,2025-05-10 00:10:00,41.49,fuel,credit_card,mobile,online,1,37.1,0,0,5,18,1153,34.72,1,0,17.35,11.2,42.5,283,0,0,0,0,0,37.5,0
TXN102164,CUST1002,2025-09-06 00:48:00,101.59,fashion,bank_transfer,mobile,online,0,27.8,0,0,5,46,920,105.57,1,0,18.94,31.4,44.5,273,1,0,0,0,0,13.4,0
TXN102165,CUST1159,2025-12-16 04:57:00,55.53,grocery,credit_card,mobile,online,0,32.1,0,4,1,33,735,51.65,0,0,15.29,30.1,36.7,302,0,0,0,0,0,51.0,0
TXN102166,CUST4810,2025-09-21 14:30:00,7.3,grocery,bank_transfer,mobile,online,0,11.4,0,14,6,35,1045,28.57,4,0,6.41,26.0,4.4,515,1,0,0,0,0,16.8,0
TXN102167,CUST1780,2025-01-27 10:39:00,20.39,fuel,debit_card,mobile,in_store,1,29.0,1,10,0,37,1009,16.02,0,1,8.3,9.0,16.1,359,0,0,0,0,0,57.0,0
